layer,node,SIR
3,5659,1.16
1,319,1.014
2,319,1.111
3,319,1.027
2,3587,1.028
2,1898,3.127
3,1898,1.741
3,6099,1.244
3,6318,1.012
3,6143,1.086
1,192,1.011
2,192,2.579
3,192,1.363
3,6150,1.024
2,2530,2.484
3,2530,1.48
3,5673,1.348
3,5733,1.154
2,3271,2.552
3,3271,1.023
2,3265,2.932
3,3265,1.514
2,4253,1.052
3,4253,1.048
2,1747,2.705
3,1747,1.034
2,5363,2.623
3,5363,1.176
2,2136,3.056
3,2136,2.519
2,1597,1.842
3,1597,1.054
2,2409,4.516
3,2409,3.595
2,5474,1.737
3,5770,2.039
2,4637,1.117
3,4637,1.083
1,524,1.016
3,524,1.021
3,5826,1.353
2,3249,1.989
3,3249,1.05
1,513,1.009
2,513,1.148
3,513,1.03
2,2116,2.363
3,5864,1.033
1,154,1.063
2,154,1.099
3,154,1.04
2,3053,2.281
3,6244,1.021
3,5870,1.128
2,4328,1.786
2,3423,1.764
1,472,1.018
2,472,7.775
3,472,8.529
2,5099,3.975
3,5099,1.69
3,6000,1.051
2,4825,1.109
3,4825,1.028
2,874,1.322
3,874,1.07
2,3228,2.303
3,3228,1.441
3,5710,1.038
2,3124,6.996
3,3124,11.319
2,5092,2.033
3,5092,1.081
2,3696,3.439
3,3696,1.141
3,5722,1.905
2,932,8.326
3,932,7.843
2,4243,4.743
3,4243,4.615
2,3497,1.128
2,2760,1.011
2,4716,1.79
3,4716,1.07
3,5707,1.048
2,3248,1.122
3,3248,2.953
2,4999,1.016
3,4999,1.019
3,6186,1.037
2,5572,3.591
2,5071,2.296
3,5071,1.015
2,4848,3.057
3,4848,1.045
2,2579,2.566
3,2579,1.1
2,2745,2.744
3,2745,1.051
2,1617,4.324
3,1617,4.15
3,6285,1.017
2,998,5.662
3,998,6.62
2,2744,1.029
3,2744,1.057
2,4211,2.035
3,4211,2.057
2,1977,1.153
3,1977,1.085
2,2338,1.073
3,2338,1.267
2,1178,1.106
3,1178,1.027
3,5905,1.012
2,749,4.215
3,749,1.877
2,704,8.13
2,1608,3.64
3,1608,1.805
2,4339,1.059
2,794,1.947
3,794,1.704
2,666,6.334
3,666,5.219
2,5440,3.478
3,5440,2.076
2,2363,2.236
3,2363,1.104
2,4440,1.448
3,4440,1.033
1,352,1.001
3,352,1.012
3,5613,1.545
2,2755,2.333
3,2755,1.032
2,4371,3.807
3,4371,3.077
2,908,1.042
3,908,3.059
2,1570,4.124
3,1570,1.893
2,4467,1.36
3,4467,1.014
2,3917,2.878
3,3917,1.727
2,4158,1.106
3,4158,1.119
2,1372,2.972
2,984,2.617
3,984,1.325
2,4099,1.284
3,4099,1.015
2,4248,2.577
3,4248,1.343
2,5003,2.182
2,3012,3.01
3,3012,1.348
2,2028,1.075
3,2028,1.059
2,2091,1.087
3,2091,1.031
2,4160,1.011
3,4160,1.535
2,1906,2.213
3,1906,1.33
2,4551,1.502
2,1425,1.164
3,1425,2.365
1,573,1.018
2,573,2.499
3,573,1.321
2,799,1.562
2,3379,1.031
3,3379,1.05
2,2051,8.837
3,2051,13.486
2,880,2.596
3,880,1.389
2,1020,3.035
3,1020,1.906
3,6161,1.059
1,634,1.014
2,634,1.024
3,634,1.023
2,1864,4.975
3,1864,6.44
1,440,1.016
2,440,1.012
3,440,1.017
3,6045,1.033
1,245,1.02
2,245,3.782
3,245,1.556
2,3411,1.045
3,3411,1.033
1,647,1.015
2,647,1.009
3,647,1.025
2,2566,5.681
3,2566,5.781
2,1593,1.358
3,1593,1.076
2,1418,1.024
3,1418,1.072
3,6341,1.025
2,2708,1.428
2,3254,2.305
3,3254,1.113
2,4394,1.017
3,4394,1.06
2,2969,6.193
3,2969,3.959
2,2601,2.449
3,2601,1.417
2,1433,2.807
3,1433,1.369
3,5657,1.203
1,555,1.028
2,555,1.107
3,555,1.145
3,5759,1.013
3,5743,1.051
2,4747,1.783
3,4747,1.134
2,3595,7.914
3,3595,15.685
2,2539,2.581
3,2539,1.458
2,768,3.871
3,768,4.536
2,3000,1.292
3,3000,3.037
1,82,1.02
2,82,5.699
3,82,4.555
2,4166,1.067
2,1975,1.116
3,1975,1.133
2,3641,2.419
3,3641,1.16
2,1196,4.354
3,1196,1.762
3,5691,1.02
2,2515,2.184
3,2515,1.215
2,2276,4.872
3,2276,5.938
2,4541,2.949
3,4541,1.397
2,5274,2.524
3,5274,1.011
2,5361,2.042
3,5361,1.058
2,3298,3.719
3,3298,2.364
2,3922,1.15
3,3922,1.138
3,6149,1.021
1,465,1.053
2,465,7.414
3,465,7.266
2,4605,1.044
2,3661,1.727
3,3661,1.095
2,3530,1.064
2,4761,2.462
3,4761,2.011
2,4069,1.009
3,4069,1.017
2,2994,1.198
3,2994,1.237
2,5586,1.02
2,4088,1.035
3,4088,1.502
2,2814,3.559
3,2814,3.17
2,5191,1.803
3,5191,1.772
2,4302,2.222
3,4302,1.054
2,1083,1.547
3,1083,1.044
2,2064,1.35
3,2064,1.46
2,2667,3.556
3,2667,1.134
2,5147,1.009
3,5147,1.019
2,4664,1.047
3,4664,1.297
2,5111,1.026
2,3384,2.627
3,3384,1.243
2,1764,9.749
3,1764,13.939
1,381,1.018
2,381,1.05
3,381,1.051
3,5612,1.038
3,6241,1.017
3,5887,1.455
2,3089,1.309
3,3089,1.035
2,3353,2.591
3,3353,1.372
2,3862,2.162
3,3862,2.141
2,3980,2.579
3,3980,2.462
2,1328,1.538
3,1328,1.09
2,4552,3.093
3,4552,1.148
1,218,1.001
2,218,1.05
3,218,1.151
2,1858,3.283
3,1858,3.136
2,3453,1.071
3,3453,1.016
3,5962,1.053
2,2873,1.938
3,2873,1.066
2,2502,2.816
3,2502,1.09
2,4795,1.327
3,4795,1.015
2,2605,2.727
3,2605,1.518
2,3227,2.136
3,3227,1.013
2,1561,2.455
3,1561,1.119
2,5253,1.014
3,5253,1.168
2,845,4.486
3,845,3.124
3,6297,1.059
2,3489,3.486
3,3489,3.172
2,5494,2.164
3,5494,1.913
2,2386,1.024
3,2386,1.096
2,1895,3.959
3,1895,2.77
2,733,2.401
2,1863,7.165
3,1863,11.302
2,2278,5.455
3,2278,3.302
2,3465,1.143
3,3465,1.169
2,3666,2.538
3,3666,1.854
2,3395,1.898
3,3395,1.033
3,5922,1.138
2,3895,1.012
3,3895,1.307
2,1618,4.038
3,1618,1.372
2,4723,2.08
3,4723,1.028
1,7,1.019
2,7,1.156
2,2921,4.146
3,2921,5.138
2,3540,2.74
3,3540,1.159
2,5066,1.904
3,5066,1.027
2,3910,2.656
3,3910,2.453
2,5460,1.924
3,5460,1.036
2,893,2.483
3,893,1.871
2,2249,2.431
3,2249,1.495
2,864,1.103
3,864,1.058
2,4976,1.931
3,4976,1.019
2,1573,1.065
3,1573,1.047
1,613,1.026
2,613,2.332
3,613,1.205
3,5781,1.061
2,1489,2.072
3,1489,2.092
2,1843,1.695
2,2393,3.147
3,2393,5.004
3,6387,1.136
2,1610,3.14
3,1610,1.188
2,4969,3.686
3,4969,1.436
2,5236,1.499
3,5236,1.188
3,6358,1.045
3,5668,1.235
2,1933,1.853
3,1933,1.081
2,2288,3.947
3,2288,1.702
2,3101,2.638
3,3101,1.063
2,1790,3.185
3,1790,2.9
2,4190,2.616
3,4190,1.429
2,5155,3.571
3,5155,2.235
1,200,1.014
2,200,2.031
3,200,3.183
2,3004,2.276
3,3004,2.007
2,3374,2.359
3,3374,1.05
2,3580,1.657
2,2904,2.913
3,2904,1.856
2,2379,3.656
3,2379,1.322
1,486,1.041
2,486,2.182
3,486,4.033
2,2853,1.029
3,2853,1.058
2,4498,2.737
3,4498,1.892
2,5391,1.106
3,5391,1.386
2,3924,1.73
3,3924,5.95
2,4473,1.157
3,4473,1.033
2,1948,1.127
3,1948,1.154
2,1997,3.376
3,1997,1.577
2,4511,3.291
3,4511,3.015
2,718,1.129
3,718,1.512
2,4619,1.02
3,4619,1.05
1,91,1.02
2,91,5.907
3,91,5.847
2,924,1.091
3,924,1.527
2,4420,1.183
3,4420,1.489
2,4760,2.367
2,5444,1.819
2,1312,2.864
3,1312,1.234
2,1820,2.688
3,1820,1.517
2,5254,2.791
3,5254,1.669
2,4701,1.839
3,4701,1.204
3,5835,1.7
2,3187,1.013
3,3187,1.159
3,6107,1.018
2,2331,2.322
3,2331,1.576
3,6078,1.228
2,5006,2.438
3,5006,1.013
2,4492,2.826
3,4492,1.058
2,3626,2.772
3,3626,1.076
2,2079,2.283
3,2079,1.251
1,147,1.01
2,147,1.035
3,147,1.108
2,1899,1.217
3,1899,1.182
1,122,1.033
1,256,1.054
2,256,3.391
3,256,1.026
3,6176,1.018
2,2067,2.025
3,2067,1.572
2,1677,1.815
3,1677,1.071
2,3878,2.814
3,3878,2.295
3,6081,1.118
2,5584,1.804
3,5584,1.008
3,5897,1.116
2,679,1.076
3,679,1.076
3,5871,1.094
2,1004,5.373
3,1004,3.718
2,2436,3.681
3,2436,4.643
2,4573,2.013
3,4573,1.071
2,4914,2.877
2,4488,6.519
3,4488,6.464
3,6288,1.161
2,2894,2.102
3,2894,1.133
3,5695,1.038
2,3360,3.143
3,3360,3.421
1,281,1.066
2,281,1.153
3,281,1.339
2,2911,2.213
3,2911,1.157
2,2273,2.71
3,2273,1.886
2,1023,9.82
3,1023,10.339
3,6334,1.022
2,1499,3.467
3,1499,3.762
2,1453,4.03
3,1453,2.756
2,4673,2.731
3,4673,1.238
2,4475,1.034
3,4475,1.077
2,5480,1.06
3,5480,1.006
2,2074,5.271
3,2074,1.982
2,937,2.138
3,937,1.795
2,4083,4.838
3,4083,9.765
2,5413,1.9
3,5413,1.405
2,1284,1.73
3,1284,1.17
2,1200,2.927
2,1872,2.886
3,5964,1.02
3,6347,1.026
2,1325,2.862
3,1325,1.169
2,4931,1.547
2,4103,2.206
3,4103,1.131
2,887,4.099
2,3548,1.031
2,2265,3.164
3,2265,2.73
2,3461,2.855
3,3461,1.827
2,1782,4.186
3,1782,2.196
2,4983,3.372
3,4983,2.972
1,551,1.043
2,551,2.192
3,551,2.14
2,1297,2.548
2,5272,1.028
3,5272,1.021
1,230,1.014
2,230,1.019
3,230,1.424
2,4476,1.821
3,4476,1.344
2,872,11.392
3,872,1.071
2,3849,4.464
3,3849,6.697
2,4744,1.921
3,4744,1.233
2,1233,3.624
3,1233,3.328
2,4678,2.273
3,4678,1.776
3,5714,1.074
2,4697,2.058
3,4697,1.75
2,2292,2.528
3,2292,1.172
1,149,1.181
2,149,1.138
3,149,1.357
2,2887,1.057
2,5479,2.755
3,5479,1.852
2,1120,1.437
3,1120,1.408
3,6257,1.084
2,3272,1.616
3,3272,1.074
2,3297,1.954
3,3297,1.511
2,2764,1.143
3,2764,1.277
3,5812,1.045
2,1674,7.126
3,1674,9.456
2,1229,8.12
3,1229,4.44
2,3617,3.394
3,3617,1.354
2,1264,1.073
3,1264,1.038
2,4776,1.989
1,593,1.072
2,593,2.334
3,593,2.806
2,5118,1.857
3,5118,1.02
2,4354,2.303
3,4354,1.019
3,5625,1.033
2,3784,3.128
3,3784,1.125
2,5026,1.885
3,5026,1.065
2,3850,1.036
3,3850,1.132
2,3084,3.385
3,3084,2.039
2,3247,2.006
3,3247,3.195
2,3802,1.037
3,3802,1.266
3,6225,1.037
1,221,1.007
2,221,1.078
3,221,1.174
2,3180,2.652
3,3180,1.137
3,5993,1.017
2,2950,3.348
3,2950,2.793
2,3635,1.675
2,4396,1.027
3,4396,1.013
2,2316,1.035
3,2316,1.088
2,5165,2.763
3,5165,1.19
2,2712,2.131
3,2712,1.575
2,4705,1.027
3,4705,1.127
2,4581,2.175
3,4581,1.473
1,348,1.012
2,348,2.146
3,348,1.926
2,1684,7.105
3,1684,6.647
2,3385,1.288
3,3385,1.361
2,4792,1.682
2,1048,2.681
1,199,1.043
2,199,1.128
3,199,1.087
2,2071,3.669
3,2071,3.28
3,6058,1.042
1,97,1.012
2,97,1.343
3,97,1.163
3,5637,1.115
1,627,1.021
2,627,4.833
3,627,4.039
2,888,1.017
3,888,1.69
3,5960,1.066
2,2043,1.831
3,2043,1.146
2,766,1.213
3,766,1.285
2,1637,1.535
3,1637,1.165
2,4238,1.804
3,4238,1.259
1,358,1.016
2,358,1.124
3,358,1.092
2,5150,2.143
3,5150,2.504
2,667,4.255
3,667,1.985
3,5796,1.123
2,4986,2.395
2,1671,5.294
3,1671,16.176
2,5343,2.454
3,5343,1.058
2,3387,2.647
3,3387,1.849
3,6108,1.069
2,1892,4.076
3,1892,1.799
2,2902,3.688
3,2902,1.723
2,4077,3.809
3,4077,2.772
1,506,1.021
2,506,2.069
3,506,1.2
2,807,1.434
3,807,1.08
2,4149,1.154
3,4149,1.075
2,4818,1.02
2,4169,1.969
3,4169,1.413
1,22,1.038
2,22,4.178
3,22,2.341
3,6088,1.022
2,1175,4.031
3,1175,3.056
2,2931,3.355
3,2931,1.371
2,3828,2.034
3,3828,1.3
2,3796,1.171
3,3796,1.343
2,4877,1.922
3,4877,1.881
2,4817,1.012
3,4817,1.016
1,172,1.016
2,172,1.041
2,1823,1.916
3,1823,1.915
2,1641,1.385
1,645,1.043
2,645,1.217
3,645,1.464
2,5511,1.184
3,5511,1.08
2,4144,2.703
3,4144,1.03
3,5858,1.244
2,813,2.326
3,813,1.385
1,94,1.125
2,94,2.303
2,2615,2.826
3,2615,4.294
2,4139,3.354
3,4139,1.718
2,5273,2.122
3,5273,1.118
3,6171,1.041
2,4378,3.93
3,4378,3.04
2,4728,1.968
3,4728,1.106
2,4813,1.44
3,4813,1.1
2,1835,2.536
3,1835,1.355
2,5387,1.043
3,5387,1.011
2,3081,3.5
3,3081,3.059
2,1414,1.069
3,1414,1.045
1,538,1.015
2,538,3.825
3,538,3.247
2,4465,1.92
2,2023,1.179
2,4700,1.014
2,5051,3.151
2,816,2.202
3,816,1.014
2,2228,1.108
3,2228,1.088
2,4296,1.347
3,4296,1.05
2,3284,1.122
3,3284,1.066
2,3382,1.444
2,2596,2.883
3,2596,1.082
2,3715,2.521
3,3715,1.021
2,754,2.423
3,754,1.664
1,37,1.032
2,37,4.451
3,37,2.673
2,5076,3.296
3,5076,1.516
2,4185,3.809
3,4185,1.924
3,6155,1.036
2,2985,1.029
3,2985,1.04
2,899,14.711
3,899,9.225
2,4787,2.395
3,4787,1.426
2,2674,2.823
2,1286,1.808
3,1286,1.13
2,3352,1.724
3,3352,1.663
1,559,1.007
2,559,3.871
3,559,2.608
2,5442,2.025
3,5442,1.208
2,4212,2.813
3,4212,2.242
2,2460,3.148
3,2460,2.294
2,5459,1.809
3,5459,1.027
2,2980,1.372
3,2980,1.393
2,1041,2.414
3,1041,1.729
2,4971,1.809
3,4971,1.413
2,1003,9.974
3,1003,7.128
2,4638,1.963
3,6053,1.501
2,3913,1.906
3,3913,1.145
2,4118,1.644
3,4118,1.049
1,253,1.056
2,253,3.519
3,253,2.24
2,4545,1.817
2,3096,1.562
3,3096,1.204
2,3727,1.816
3,3727,1.242
2,5208,1.037
1,603,1.019
2,603,2.984
3,603,1.277
2,2033,3.027
3,5692,1.885
2,4745,3.19
3,4745,1.015
1,463,1.001
2,4722,2.137
3,4722,1.047
1,608,1.016
2,608,1.009
3,608,1.026
2,3612,2.399
3,3612,1.037
2,5176,1.04
3,5176,1.135
3,5677,1.033
3,6039,1.023
2,2269,2.326
3,2269,1.039
2,4513,1.536
3,4513,2.322
2,4832,1.3
3,4832,3.189
3,5676,1.042
2,3400,1.019
3,3400,1.025
2,5263,1.865
3,5263,1.044
2,820,6.272
3,820,2.418
2,685,2.142
3,685,1.038
2,939,3.058
3,939,2.074
2,2017,3.047
2,1828,2.582
3,1828,1.462
2,4053,1.26
3,4053,1.073
2,2826,2.342
3,2826,2.762
2,4121,3.883
3,4121,2.065
2,2077,2.413
3,2077,1.174
2,1811,1.151
3,1811,1.45
3,5751,1.063
2,3981,1.083
3,3981,1.067
2,3028,2.069
3,3028,1.778
2,2130,5.125
3,2130,3.855
2,1289,3.857
3,1289,1.726
2,2711,1.136
3,2711,1.104
2,3549,1.057
3,3549,1.183
2,3824,2.144
3,3824,1.016
2,3541,1.082
3,3541,1.289
2,5527,1.017
3,5527,1.06
2,2701,1.038
3,2701,1.042
2,3748,1.234
3,3748,1.948
2,3417,1.977
3,5829,1.125
2,2952,1.804
3,2952,1.042
2,5140,1.924
3,5140,1.239
2,4233,2.154
3,4233,1.412
2,790,1.303
3,790,1.154
2,3938,2.538
3,3938,1.012
2,2444,1.237
3,2444,1.014
2,1226,1.281
3,1226,1.266
2,4009,3.366
3,4009,2.621
2,1049,2.855
3,1049,1.382
2,4846,1.791
3,4846,1.445
2,1913,2.045
3,1913,1.288
2,885,6.517
3,885,8.991
2,3699,1.075
3,3699,1.066
2,4682,1.014
3,4682,1.035
1,201,1.016
2,201,1.036
3,201,1.571
3,6360,1.042
3,5723,1.266
3,6234,1.035
2,1033,2.046
3,1033,1.124
2,3270,2.553
3,3270,1.017
1,280,1.001
2,280,5.412
3,280,2.948
3,6015,1.026
2,4161,2.265
2,2828,4.965
3,2828,3.933
2,2673,3.215
3,2673,2.405
2,1980,1.128
3,1980,1.071
1,277,1.013
2,277,2.13
3,277,1.086
2,4585,2.28
2,4164,3.619
3,4164,1.283
2,834,4.897
3,834,1.456
2,3653,1.952
3,3653,1.307
2,4866,2.765
3,4866,1.018
2,3553,3.001
3,3553,1.095
2,1362,2.14
3,1362,1.076
2,3302,1.731
2,2128,5.695
3,2128,6.417
1,271,1.015
2,271,1.942
3,271,1.054
2,1627,1.28
3,1627,1.572
1,100,1.022
2,100,1.033
3,100,1.072
2,2586,2.81
3,2586,1.898
2,1818,1.699
3,1818,1.826
3,5683,3.407
2,2401,1.194
3,2401,1.018
2,4251,2.06
3,4251,1.019
3,5644,1.05
2,750,34.498
3,750,28.045
3,6219,1.034
3,6405,1.144
2,965,1.815
3,965,1.075
2,4920,1.137
3,4920,1.07
2,2726,1.548
3,2726,1.749
2,3394,2.873
3,5996,1.029
2,4043,5.601
3,4043,6.119
1,191,1.012
3,191,1.073
3,6212,1.12
3,6300,1.026
2,2790,2.994
3,2790,1.056
2,4802,1.059
3,4802,1.064
2,4290,1.023
3,4290,1.039
2,1431,3.192
3,1431,1.667
2,2935,1.095
3,2935,1.1
2,5588,2.577
3,5588,1.017
2,3440,2.401
3,3440,1.203
2,4428,1.011
3,4428,1.009
2,2390,1.031
3,2390,1.042
2,1100,9.339
3,1100,4.381
3,6302,1.01
2,2665,4.061
3,2665,1.35
2,3038,2.028
2,993,2.538
3,993,1.027
3,5628,1.166
1,435,1.038
2,435,1.538
3,435,1.251
2,4315,1.038
3,4315,1.282
1,474,1.014
2,474,2.454
3,474,1.655
3,5767,1.368
3,5658,1.893
2,1667,1.014
3,1667,1.04
2,811,1.936
3,811,1.651
2,3033,1.013
3,3033,1.03
2,4588,1.032
3,4588,1.019
2,2799,1.8
3,2799,1.265
3,5841,1.08
2,5172,1.02
3,6224,1.046
1,291,1.012
2,291,2.242
3,291,1.33
2,3839,2.233
3,3839,3.687
2,3911,1.478
3,3911,1.894
1,409,1.025
3,409,1.011
2,3811,1.813
2,1043,2.374
3,1043,1.134
2,2438,1.631
3,2438,1.064
1,272,1.017
2,272,5.574
3,272,3.831
2,2147,1.129
3,2147,1.435
2,5248,1.018
3,5248,1.095
2,719,3.67
3,719,1.897
1,214,1.084
2,214,1.202
3,214,1.212
2,2568,1.7
3,2568,1.041
2,2675,2.79
3,2675,3.565
2,3021,1.007
3,3021,1.014
2,2771,1.041
2,1924,5.533
3,1924,5.392
1,226,1.026
2,226,2.103
3,226,1.359
3,5847,1.374
2,2672,1.952
3,2672,1.095
2,836,3.902
3,836,2.141
2,4496,1.018
3,4496,1.065
2,3073,2.014
2,1748,1.903
3,1748,1.159
2,964,2.343
3,964,1.401
2,4263,1.034
3,4263,1.121
2,3505,3.328
3,3505,1.415
2,2768,3.003
3,2768,1.103
2,3493,1.014
3,3493,1.105
2,2140,2.267
3,2140,2.249
2,1615,1.799
3,1615,1.231
2,2003,2.397
3,2003,1.45
2,4405,1.809
3,4405,1.023
2,5163,1.022
3,5163,1.011
2,2226,2.038
3,2226,1.027
2,3317,1.016
3,3317,1.031
2,2789,2.154
3,2789,1.085
3,6168,1.029
3,6174,1.015
2,1024,1.152
3,1024,1.204
2,4409,1.055
2,3456,2.895
3,3456,1.539
2,1277,1.933
3,1277,1.015
2,2372,1.034
3,2372,1.16
2,896,2.602
3,896,1.078
1,596,1.012
2,596,1.32
3,596,2.079
2,962,9.31
3,962,6.472
2,1122,1.656
3,1122,1.024
2,4584,1.152
2,1242,3.356
3,1242,1.838
2,1670,1.987
2,4635,1.315
3,4635,1.097
3,6213,1.112
2,758,4.178
3,758,2.095
2,4490,2.979
3,4490,1.414
2,4195,1.63
3,4195,1.027
2,3622,5.545
3,3622,6.625
3,6121,1.183
2,4203,3.076
3,4203,4.329
2,1961,1.432
3,1961,1.018
3,5982,1.03
2,2299,3.631
3,2299,1.702
2,2735,2.595
3,2735,1.166
2,1827,2.973
3,1827,2.776
2,5058,2.218
3,5058,1.117
2,959,11.64
3,959,2.273
1,494,1.012
2,494,1.769
2,5590,1.019
3,5590,1.013
1,544,1.041
2,544,6.275
3,544,10.705
2,5319,2.328
2,4694,1.032
2,2498,1.054
3,6005,1.032
2,1586,3.195
3,1586,2.223
1,174,1.001
2,174,1.015
3,174,1.028
3,6252,1.024
2,4746,1.561
3,4746,1.021
2,3405,1.052
3,3405,1.015
2,5200,1.015
3,5200,1.038
2,1073,1.439
3,1073,1.593
2,1344,2.268
2,4005,2.468
3,4005,4.555
2,4105,3.822
3,4105,1.875
3,5748,1.268
2,4130,2.059
3,4130,1.324
2,1128,4.9
3,1128,2.11
2,2266,2.169
3,2266,1.129
2,1351,3.173
3,1351,1.291
2,5198,2.225
2,1874,1.878
3,1874,2.509
1,54,1.016
2,54,3.327
3,54,2.271
2,3335,4.379
3,3335,2.832
2,2733,2.921
3,2733,1.354
2,2246,5.245
1,193,1.016
3,193,1.249
2,4684,1.537
3,4684,1.311
2,3429,3.504
3,3429,6.027
2,2833,2.572
3,2833,1.211
2,4370,1.048
3,4370,1.161
1,232,1.015
2,232,1.03
3,232,1.031
2,3283,3.671
3,3283,2.998
3,5711,1.257
2,4143,2.631
3,4143,1.061
2,5412,1.01
3,5412,1.013
3,6041,1.102
2,3656,1.788
3,3656,1.307
1,443,1.023
2,443,5.901
3,443,2.582
1,404,1.026
2,404,1.643
3,404,1.341
2,5067,3.252
3,5067,1.14
2,2250,1.36
3,2250,1.124
3,5681,1.026
2,3841,1.529
3,3841,1.423
2,3782,1.263
3,3782,1.926
2,1342,1.229
3,1342,1.069
1,167,1.015
2,167,3.378
3,167,1.996
2,4199,2.779
3,4199,2.884
2,4159,1.141
2,5265,1.032
3,5265,1.117
2,4494,1.287
3,4494,1.036
2,5375,2.728
3,5375,2.246
2,1911,1.064
3,1911,1.057
2,2146,1.033
3,2146,1.037
2,4146,3.241
3,4146,1.472
2,812,1.826
3,812,1.07
2,1146,1.675
3,1146,1.101
1,57,1.025
2,57,2.282
3,57,1.349
2,1763,3.091
3,1763,1.684
2,1935,9.411
3,1935,13.266
3,6366,1.015
2,3212,1.029
3,3212,1.291
2,2247,2.431
3,2247,1.177
2,4406,1.019
3,4406,1.018
2,4928,1.016
3,4928,1.173
2,3031,1.301
3,3031,1.303
2,1180,3.881
3,1180,1.85
1,399,1.018
2,399,3.07
3,399,2.638
2,4297,1.059
3,4297,1.176
2,2281,3.705
3,2281,3.105
1,412,1.017
2,412,1.22
2,3474,1.108
3,3474,1.027
2,4686,1.37
3,4686,1.535
2,1930,3.157
3,1930,1.536
2,2678,1.389
3,2678,1.242
3,6142,1.012
1,270,1.024
2,270,4.043
3,270,1.888
2,4344,2.471
2,671,80.433
3,671,17.33
2,1962,1.058
3,1962,1.032
2,2429,2.501
3,2429,1.037
3,6069,1.047
3,5886,1.124
2,1140,1.059
3,1140,1.013
2,3856,2.233
3,3856,1.033
3,6011,1.013
2,4779,1.61
3,4779,1.084
2,1981,1.084
3,1981,1.438
2,927,10.035
3,927,16.851
2,5169,1.059
3,5169,1.241
2,972,1.635
2,3344,1.014
3,3344,1.083
2,2642,3.104
3,2642,1.019
2,1905,2.744
3,1905,2.09
3,5792,1.579
3,5606,1.023
2,4055,3.773
3,4055,2.661
2,3759,3.276
3,3759,1.5
2,3840,1.031
2,1383,5.009
3,1383,2.795
2,1442,1.112
3,1442,1.128
2,1575,4.469
3,1575,4.561
2,1439,7.942
3,1439,8.588
2,757,1.206
3,757,1.039
2,3773,1.779
3,6287,1.018
3,5900,1.11
2,2237,2.163
1,545,1.02
2,545,1.05
3,545,1.111
2,4530,1.016
3,4530,1.115
2,5395,1.019
3,5395,1.057
1,83,1.045
2,83,5.303
3,83,6.631
2,1042,2.152
2,5469,2.277
3,5469,2.237
2,5294,1.781
3,5294,1.015
2,5152,4.482
3,5152,2.685
2,4839,2.601
2,3565,2.464
3,3565,1.358
1,539,1.024
2,539,6.897
3,539,16.349
2,4319,1.171
3,4319,1.136
2,4122,1.289
3,6240,1.2
2,5405,1.343
3,5405,1.061
3,6192,1.041
2,747,3.01
3,747,1.187
2,3731,1.019
3,3731,1.093
2,2796,2.364
2,763,2.34
3,763,1.036
2,3414,1.087
3,3414,1.4
2,1423,2.664
3,1423,1.271
2,982,4.408
3,982,3.287
2,1756,1.029
3,1756,1.075
1,659,1.016
2,659,2.803
3,659,1.631
2,1465,4.223
3,1465,4.977
2,4033,2.802
3,4033,2.745
1,242,1.034
3,242,1.492
2,966,1.428
3,966,1.459
1,434,1.015
2,434,1.804
3,434,1.026
1,495,1.024
3,495,1.048
2,881,14.27
3,881,24.534
2,5538,1.787
3,5538,1.133
1,257,1.032
2,257,8.406
3,257,9.021
2,1174,3.332
3,1174,3.97
2,785,8.116
3,785,7.866
3,6128,1.052
2,3973,3.068
3,3973,1.684
3,6092,1.017
3,5753,1.148
2,3568,2.023
3,3568,1.04
1,662,1.014
2,662,2.179
3,662,1.432
2,5197,1.025
3,5197,1.045
2,3301,2.7
3,3301,1.052
3,6187,1.015
2,3097,1.014
3,3097,1.059
2,2978,2.201
2,4666,2.032
3,4666,1.403
2,4338,1.963
3,4338,1.066
2,4902,1.506
2,1161,2.0
3,1161,1.257
3,6310,1.612
2,4246,3.992
3,4246,4.15
3,5975,1.018
2,838,2.749
3,838,1.419
2,2600,1.601
3,2600,1.018
1,112,1.011
2,112,4.612
3,112,2.245
2,3289,1.617
3,3289,1.012
2,5575,1.081
3,5575,2.248
3,6369,1.059
2,843,15.845
3,843,1.714
3,6342,1.024
3,6196,1.031
2,2534,2.955
3,2534,1.017
2,5516,1.356
3,5984,1.019
1,239,1.026
2,239,1.081
3,239,1.047
2,2112,4.481
3,2112,6.027
2,2520,2.749
3,2520,1.148
2,850,3.445
3,850,1.876
2,2340,2.743
3,6370,1.016
2,2037,1.315
3,2037,1.304
2,4886,3.064
3,4886,2.157
2,1186,2.392
3,1186,1.125
2,1965,3.261
3,1965,1.078
2,786,2.498
3,786,1.528
2,3753,4.666
3,3753,4.207
2,2093,2.388
3,2093,1.065
2,1788,3.293
3,1788,2.214
2,4387,3.941
3,4387,4.577
2,3668,1.819
3,3668,1.945
2,3556,1.137
3,3556,1.086
2,2576,3.672
3,2576,1.669
2,3433,1.078
3,3433,1.125
2,3188,2.177
3,3188,1.684
2,4516,1.047
2,4192,2.953
2,3579,1.102
3,3579,1.058
2,4281,3.544
3,4281,1.328
2,849,5.032
3,849,2.621
2,2551,1.012
3,2551,1.019
2,4132,3.612
3,4132,2.341
1,553,1.03
2,553,3.66
3,553,2.702
2,2449,3.833
3,2449,4.524
2,4070,2.469
3,4070,1.017
2,4321,1.033
1,159,1.104
